game_date,release_speed,batter,pitcher,events,description,zone,stand,p_throws,bb_type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,ax,ay,az,launch_speed,launch_angle,release_spin_rate,pitch_name,pitcher_name
2018-05-03,83.8,593160,518445,strikeout,swinging_strike_blocked,13,R,L,,0,2,-0.5637,0.118,-1.117,0.5084,-4.846,27.5586,-29.8119,,,2350.0,Cutter,채드벨
2018-05-03,83.7,593160,518445,,called_strike,9,R,L,,0,1,-0.4226,-0.0191,0.4623,1.5239,-4.1923,21.8117,-31.8605,,,2443.0,Cutter,채드벨
2018-05-03,92.0,593160,518445,,called_strike,1,R,L,,0,0,0.3077,1.4261,-0.6065,2.9976,4.4605,30.2225,-14.032,,,2230.0,4-Seam Fastball,채드벨
2018-05-03,78.7,444876,518445,single,hit_into_play_no_out,5,R,L,ground_ball,0,1,-1.2433,-0.5881,0.1017,2.3981,-10.7525,20.6906,-37.3925,85.4,-9.0,2273.0,Slider,채드벨
2018-05-03,84.3,444876,518445,,foul_bunt,8,R,L,,0,0,-0.3391,0.2824,-0.1366,1.5396,-3.1622,22.4625,-28.6955,29.5,18.0,2166.0,Cutter,채드벨
2018-05-03,91.2,460086,518445,single,hit_into_play_no_out,7,L,L,ground_ball,1,1,0.5421,1.2987,-0.3035,1.78,7.1556,27.9439,-15.3799,105.1,4.0,2235.0,4-Seam Fastball,채드벨
2018-05-03,79.0,460086,518445,,ball,13,L,L,,0,1,-1.3331,-0.5578,-1.1935,1.5438,-10.9955,23.575,-36.7645,,,2346.0,Slider,채드벨
2018-05-03,84.5,460086,518445,,called_strike,4,L,L,,0,0,-0.3714,0.3513,-0.2935,2.4279,-3.5901,19.9924,-28.3054,,,2028.0,Cutter,채드벨
2018-05-03,85.6,596144,518445,strikeout,swinging_strike,13,R,L,,2,2,-0.3928,0.1743,-1.2856,1.1042,-3.4564,23.0437,-29.5087,,,2240.0,Cutter,채드벨
2018-05-03,93.2,596144,518445,,foul,7,R,L,,2,1,0.4824,1.332,-0.8161,2.1142,6.8138,27.2048,-14.3481,,,2323.0,4-Seam Fastball,채드벨
2018-05-03,80.5,596144,518445,,foul,4,R,L,,2,0,-0.6771,-0.5085,-0.3772,1.9838,-6.1508,21.4189,-36.8149,85.5,18.0,2534.0,Slider,채드벨
2018-05-03,93.0,596144,518445,,ball,11,R,L,,1,0,0.302,1.2115,-1.4956,2.9278,4.9208,28.486,-16.2521,,,2382.0,4-Seam Fastball,채드벨
2018-05-03,78.8,596144,518445,,ball,12,R,L,,0,0,-0.6152,-0.5994,2.1314,3.3707,-6.0987,21.3958,-37.88,,,2518.0,Slider,채드벨
2018-05-03,80.8,445055,518445,field_out,hit_into_play,13,L,L,ground_ball,1,2,-0.44,-0.1819,-1.3618,2.1532,-3.5342,20.0847,-33.6997,72.7,-21.0,2454.0,Slider,채드벨
2018-05-03,92.4,445055,518445,,foul,4,L,L,,1,1,0.3982,1.2953,-0.7055,2.131,5.6703,28.7862,-15.1583,93.5,20.0,2229.0,4-Seam Fastball,채드벨
2018-05-03,84.0,445055,518445,,called_strike,9,L,L,,1,0,-0.3236,0.4047,0.5011,2.0405,-3.2312,22.1766,-27.6316,,,2330.0,Cutter,채드벨
2018-05-03,93.3,445055,518445,,ball,13,L,L,,0,0,0.4326,1.2488,-1.0677,1.9033,6.4214,32.0573,-15.204,,,2317.0,4-Seam Fastball,채드벨
2018-05-03,85.2,446263,518445,single,hit_into_play_score,13,L,L,line_drive,2,2,-0.4313,0.0625,-1.0201,1.863,-3.8192,23.888,-31.0316,75.6,17.0,2340.0,Cutter,채드벨
2018-05-03,85.4,446263,518445,,swinging_strike,7,L,L,,2,1,-0.2834,0.1433,-0.4643,1.8151,-2.5617,24.8896,-30.1423,,,2303.0,Cutter,채드벨
2018-05-03,85.7,446263,518445,,ball,13,L,L,,1,1,-0.152,0.1838,-2.3036,2.0518,-0.2955,24.9662,-29.7641,,,2326.0,Cutter,채드벨
2018-05-03,92.6,446263,518445,,ball,13,L,L,,0,1,0.6853,1.4064,-0.8986,1.3476,9.2876,29.2795,-13.4216,,,2298.0,4-Seam Fastball,채드벨
2018-05-03,84.3,446263,518445,,called_strike,4,L,L,,0,0,-0.1012,0.1415,-0.3528,2.6078,-0.7191,21.9233,-30.5943,,,2421.0,Cutter,채드벨
2018-05-03,92.1,521692,518445,double,hit_into_play_no_out,2,R,L,ground_ball,0,0,0.6795,1.2942,-0.1198,3.2911,8.873,26.2766,-15.7479,108.9,0.0,2392.0,4-Seam Fastball,채드벨
2018-05-03,79.5,519058,518445,field_out,hit_into_play,4,L,L,line_drive,0,1,-0.6074,-0.1011,-0.5738,2.1893,-5.1466,20.7364,-33.0047,95.5,20.0,2501.0,Slider,채드벨
2018-05-03,86.9,519058,518445,,foul,7,L,L,,0,0,0.0188,0.3203,-0.6787,1.3338,0.803,20.0846,-27.9613,,,2334.0,Cutter,채드벨
2018-05-03,86.0,624585,518445,home_run,hit_into_play_score,6,R,L,fly_ball,1,1,0.9326,0.8675,0.6474,2.4045,10.2751,23.3764,-22.4192,107.9,28.0,1434.0,Changeup,채드벨
2018-05-03,85.3,624585,518445,,called_strike,9,R,L,,1,0,-0.1257,0.3241,0.4412,1.8628,-1.2904,21.3514,-28.2809,,,2127.0,Cutter,채드벨
2018-05-03,92.6,624585,518445,,ball,11,R,L,,0,0,0.9274,1.3586,-0.6721,4.2892,12.3232,26.9143,-15.4337,,,2185.0,2-Seam Fastball,채드벨
2018-04-19,82.1,448801,518445,strikeout,swinging_strike,5,L,L,,3,2,-0.6248,0.1101,-0.0049,2.7546,-5.2229,23.4465,-31.2698,,,2183.0,Slider,채드벨
2018-04-19,94.4,448801,518445,,blocked_ball,13,L,L,,2,2,0.8128,1.3879,-1.6325,0.4661,12.213,29.026,-12.7168,,,2355.0,4-Seam Fastball,채드벨
2018-04-19,82.6,448801,518445,,called_strike,6,L,L,,2,1,-0.682,0.3304,0.4775,2.7833,-6.0214,22.6288,-29.0794,,,2122.0,Slider,채드벨
2018-04-19,82.9,448801,518445,,ball,13,L,L,,1,1,-0.1751,0.1559,-0.5422,0.93,-0.5153,25.0569,-29.9144,,,2226.0,Slider,채드벨
2018-04-19,81.3,448801,518445,,called_strike,6,L,L,,1,0,-0.3939,0.2926,0.5291,2.9751,-3.0971,22.1499,-29.6426,,,2204.0,Slider,채드벨
2018-04-19,83.0,448801,518445,,ball,13,L,L,,0,0,-0.4313,0.4559,-1.2293,2.2283,-2.8861,23.3453,-27.568,,,2146.0,Slider,채드벨
2018-04-19,86.2,430945,518445,double,hit_into_play_score,8,R,L,fly_ball,2,0,0.638,1.045,-0.003,1.6767,7.5191,26.8688,-20.1366,106.4,22.0,1472.0,Changeup,채드벨
2018-04-19,82.2,430945,518445,,ball,14,R,L,,1,0,-1.0353,-0.1676,1.5306,2.0057,-10.3055,24.3814,-33.6435,,,2051.0,Slider,채드벨
2018-04-19,93.1,430945,518445,,ball,12,R,L,,0,0,1.647,1.1586,1.7128,3.0775,20.1725,33.5379,-17.4954,,,2063.0,2-Seam Fastball,채드벨
2018-04-19,81.8,592518,518445,field_out,hit_into_play_score,8,R,L,ground_ball,1,1,-0.7388,0.2599,0.128,2.1562,-6.6612,24.5926,-29.639,90.0,-7.0,2265.0,Slider,채드벨
2018-04-19,93.6,592518,518445,,ball,13,R,L,,0,1,0.735,1.3125,-1.334,2.6081,10.5479,31.6378,-14.9189,,,2159.0,4-Seam Fastball,채드벨
2018-04-19,86.4,592518,518445,,swinging_strike,6,R,L,,0,0,0.3663,0.8364,0.4979,2.913,4.2738,26.6706,-23.0137,,,1304.0,Cutter,채드벨
2018-04-19,94.8,476883,518445,strikeout,swinging_strike,1,L,L,,2,2,0.2906,1.4294,-0.7649,2.9422,5.2853,30.6233,-12.9358,,,2117.0,4-Seam Fastball,채드벨
2018-04-19,93.7,476883,518445,,called_strike,7,L,L,,2,1,0.7185,1.1566,-0.5236,2.0928,10.5229,30.73,-16.6774,,,2139.0,4-Seam Fastball,채드벨
2018-04-19,81.7,476883,518445,,called_strike,5,L,L,,2,0,-0.8282,-0.1208,-0.173,2.5997,-6.7672,26.5613,-33.5171,,,2161.0,Slider,채드벨
2018-04-19,82.1,476883,518445,,ball,12,L,L,,1,0,-0.7231,0.1182,0.6663,3.4817,-6.4526,23.1459,-31.5181,,,2128.0,Slider,채드벨
2018-04-19,93.6,476883,518445,,ball,1,L,L,,0,0,0.4441,1.5364,-0.6361,3.2965,7.4094,33.4347,-12.3221,,,2118.0,4-Seam Fastball,채드벨
2018-04-19,82.1,641820,518445,double,hit_into_play_no_out,5,R,L,line_drive,2,2,-0.4602,0.2956,-0.0593,2.3447,-3.8355,24.9509,-29.3764,105.6,21.0,2218.0,Slider,채드벨
2018-04-19,92.9,641820,518445,,ball,11,R,L,,1,2,0.6924,1.2179,-0.0633,4.363,9.2557,28.2818,-17.3327,,,2106.0,4-Seam Fastball,채드벨
2018-04-19,93.9,641820,518445,,foul,11,R,L,,1,1,0.4927,1.4708,-1.7344,2.6611,7.9992,33.7604,-12.7857,66.0,-24.0,2136.0,4-Seam Fastball,채드벨
2018-04-19,80.1,641820,518445,,ball,6,R,L,,0,1,-1.2938,0.923,0.7522,2.9573,-11.71,26.6631,-24.0798,,,2201.0,Slider,채드벨
2018-04-19,80.9,641820,518445,,called_strike,6,R,L,,0,0,-0.6223,-0.324,0.8049,2.693,-5.7561,25.4495,-35.4799,,,,Slider,채드벨
2018-04-19,92.0,642082,518445,single,hit_into_play_no_out,6,L,L,line_drive,2,0,0.9862,1.3499,0.5435,2.4489,13.1037,30.837,-14.9368,106.4,15.0,2180.0,2-Seam Fastball,채드벨
2018-04-19,92.6,642082,518445,,ball,13,L,L,,1,0,0.9974,1.2284,-0.6757,0.9297,14.1503,28.4084,-15.2186,,,2112.0,2-Seam Fastball,채드벨
2018-04-19,80.9,642082,518445,,ball,12,L,L,,0,0,-0.0924,0.3604,0.9295,3.645,-0.3981,22.1742,-29.3534,,,2194.0,Slider,채드벨
2018-04-19,93.3,623993,518445,grounded_into_double_play,hit_into_play,7,R,L,ground_ball,1,1,0.9168,1.0883,-0.5998,1.7134,12.7464,29.4635,-17.1365,78.0,7.0,2070.0,2-Seam Fastball,채드벨
2018-04-19,94.3,623993,518445,,ball,13,R,L,,0,1,0.6807,1.1887,-0.2664,1.2606,9.4469,28.5914,-15.7052,,,2131.0,4-Seam Fastball,채드벨
2018-04-19,81.2,623993,518445,,swinging_strike_blocked,13,R,L,,0,0,-0.7462,-0.2958,-0.8916,0.731,-6.1101,26.8789,-34.2539,,,2173.0,Slider,채드벨
2018-04-12,93.0,570481,518445,field_out,hit_into_play,8,R,L,ground_ball,3,2,0.959,1.0824,0.1505,1.7049,12.9083,28.2823,-16.9587,105.2,-24.0,2102.0,2-Seam Fastball,채드벨
2018-04-12,85.7,570481,518445,,ball,14,R,L,,2,2,0.7683,0.5846,0.1689,1.0656,8.6778,24.4872,-25.0451,,,1563.0,Changeup,채드벨
2018-04-12,83.0,570481,518445,,ball,14,R,L,,1,2,-0.3112,-0.0305,1.0775,1.886,-3.2737,21.8417,-32.1849,,,2410.0,Slider,채드벨
2018-04-12,91.6,570481,518445,,foul,1,R,L,,1,1,0.5472,1.354,-0.3352,2.9489,7.258,26.9075,-15.1555,75.8,7.0,2328.0,4-Seam Fastball,채드벨
2018-04-12,91.0,570481,518445,,called_strike,14,R,L,,1,0,0.9577,1.2237,0.9044,1.9822,11.6542,29.9674,-16.431,,,2216.0,2-Seam Fastball,채드벨
2018-04-12,91.0,570481,518445,,ball,12,R,L,,0,0,1.0262,1.155,1.5456,2.9174,12.0186,29.5228,-17.9566,,,2288.0,2-Seam Fastball,채드벨
2018-04-12,91.4,596019,518445,grounded_into_double_play,hit_into_play,3,R,L,ground_ball,1,0,0.9913,1.0389,0.7095,2.7697,12.2333,27.5179,-19.1048,89.8,-33.0,2203.0,2-Seam Fastball,채드벨
2018-04-12,78.0,596019,518445,,ball,12,R,L,,0,0,-0.6255,-0.5046,1.1206,3.0429,-5.6275,20.4046,-36.9136,,,2179.0,Slider,채드벨
2018-04-12,80.0,605548,518445,single,hit_into_play_no_out,8,L,L,line_drive,0,2,-0.7397,-0.04,-0.2441,1.9928,-6.1396,21.2483,-32.4054,104.3,9.0,2401.0,Slider,채드벨
2018-04-12,90.3,605548,518445,,foul,2,L,L,,0,1,0.4515,1.0678,0.0543,3.2856,6.1476,22.324,-19.1401,,,2141.0,4-Seam Fastball,채드벨
2018-04-12,90.7,605548,518445,,foul,9,L,L,,0,0,0.3647,1.3634,0.5174,1.9717,4.9441,25.2607,-15.0456,81.3,51.0,2252.0,4-Seam Fastball,채드벨
2018-04-12,83.6,571980,518445,strikeout,swinging_strike_blocked,13,L,L,,1,2,-0.4659,0.1692,-1.511,-0.1042,-3.3419,23.2882,-29.2688,,,2423.0,Slider,채드벨
2018-04-12,92.7,571980,518445,,ball,12,L,L,,0,2,0.3862,1.2932,0.6923,3.7816,5.5663,29.921,-15.8243,,,2366.0,4-Seam Fastball,채드벨
2018-04-12,92.9,571980,518445,,swinging_strike,12,L,L,,0,1,0.4528,1.2483,0.4476,3.7318,6.48,29.9049,-16.3825,,,2277.0,4-Seam Fastball,채드벨
2018-04-12,93.4,571980,518445,,called_strike,5,L,L,,0,0,0.5633,1.365,-0.1139,2.3545,8.4504,31.1384,-13.7697,,,2407.0,4-Seam Fastball,채드벨
2018-04-12,93.1,547379,518445,strikeout,swinging_strike,14,R,L,,1,2,0.9387,1.0159,1.3794,1.8185,11.665,27.5583,-18.3493,,,2258.0,2-Seam Fastball,채드벨
2018-04-12,93.2,547379,518445,,swinging_strike,12,R,L,,1,1,0.9948,1.0472,1.1677,2.8663,12.4647,27.5701,-18.6604,,,2173.0,2-Seam Fastball,채드벨
2018-04-12,92.4,547379,518445,,ball,14,R,L,,0,1,1.2314,0.8237,1.1633,1.6016,15.771,28.1011,-20.613,,,2228.0,2-Seam Fastball,채드벨
2018-04-12,80.6,547379,518445,,called_strike,4,R,L,,0,0,-0.811,-0.6516,-0.4203,2.2395,-7.1402,22.5292,-38.1545,,,2562.0,Slider,채드벨
2018-04-12,86.3,475174,518445,single,hit_into_play_no_out,6,L,L,ground_ball,0,0,-0.4204,0.4022,0.3378,2.1118,-4.1031,20.0843,-27.4334,98.2,5.0,2362.0,Cutter,채드벨
2018-04-12,85.9,429665,518445,field_out,hit_into_play,9,R,L,fly_ball,2,1,0.8721,0.5109,0.5953,1.5065,9.846,26.4241,-25.8801,94.4,33.0,1678.0,Changeup,채드벨
2018-04-12,82.6,429665,518445,,blocked_ball,14,R,L,,1,1,-0.5957,-0.1542,0.4311,0.9333,-5.7245,24.1019,-32.9355,,,2564.0,Slider,채드벨
2018-04-12,86.0,429665,518445,,called_strike,4,R,L,,1,0,0.6909,0.6087,-0.6687,2.3875,8.253,21.4203,-25.2303,,,1579.0,Changeup,채드벨
2018-04-12,92.9,429665,518445,,ball,13,R,L,,0,0,0.5599,1.3109,-1.0177,1.1081,7.8584,24.951,-14.3194,,,2377.0,4-Seam Fastball,채드벨
2018-04-12,94.1,488726,518445,single,hit_into_play_no_out,1,L,L,line_drive,2,1,0.6342,1.2526,-0.7521,3.0468,9.5102,26.8507,-15.5272,103.9,7.0,2296.0,4-Seam Fastball,채드벨
2018-04-12,93.1,488726,518445,,called_strike,11,L,L,,2,0,0.6665,1.428,-0.8385,2.6049,9.7079,26.8998,-13.4795,,,2340.0,4-Seam Fastball,채드벨
2018-04-12,92.5,488726,518445,,ball,11,L,L,,1,0,0.336,1.1682,-1.7606,3.1707,5.9811,25.8978,-17.1931,,,2227.0,4-Seam Fastball,채드벨
2018-04-12,93.4,488726,518445,,ball,13,L,L,,0,0,0.6373,1.3027,-0.2156,1.2494,9.1714,25.6399,-14.1321,,,2356.0,4-Seam Fastball,채드벨
2018-04-12,82.9,608070,518445,field_out,hit_into_play,14,R,L,ground_ball,3,2,-0.4863,-0.3886,1.013,1.6129,-4.9404,20.8628,-35.6168,83.7,-33.0,2542.0,Slider,채드벨
2018-04-12,85.1,608070,518445,,foul,6,R,L,,3,2,-0.2794,0.2458,0.5352,2.5449,-2.7956,19.5989,-29.4181,68.0,20.0,2414.0,Cutter,채드벨
2018-04-12,81.3,608070,518445,,called_strike,3,R,L,,3,1,-0.4566,-0.0971,0.6336,3.1829,-4.292,21.1819,-33.3152,,,2256.0,Slider,채드벨
2018-04-12,93.4,608070,518445,,ball,13,R,L,,2,1,0.462,1.3227,-2.0258,1.9233,7.3013,26.4903,-14.3302,,,2301.0,4-Seam Fastball,채드벨
2018-04-12,80.4,608070,518445,,ball,12,R,L,,1,1,-0.4988,-0.1946,1.1529,2.5618,-4.8191,18.7635,-33.9985,,,2333.0,Slider,채드벨
2018-04-12,92.9,608070,518445,,ball,13,R,L,,0,1,0.3524,1.4242,-1.6094,2.035,5.5933,27.5221,-13.3389,,,2361.0,4-Seam Fastball,채드벨
2018-04-12,80.6,608070,518445,,called_strike,3,R,L,,0,0,-0.5666,-0.0782,0.4173,3.1069,-5.112,21.3174,-33.1244,,,2409.0,Slider,채드벨
2018-04-12,86.8,543401,518445,single,hit_into_play_no_out,5,L,L,line_drive,1,0,-0.3217,0.4525,-0.232,2.2728,-2.7356,21.4455,-26.871,99.7,12.0,2354.0,Cutter,채드벨
2018-04-12,93.3,543401,518445,,ball,12,L,L,,0,0,0.6426,1.3978,0.1364,4.115,9.1915,27.451,-14.0998,,,2423.0,4-Seam Fastball,채드벨
2018-04-12,92.2,596019,518445,field_out,hit_into_play,7,R,L,fly_ball,0,1,0.9737,1.3899,-0.3166,1.7578,12.7612,29.8255,-13.9307,91.5,57.0,2401.0,2-Seam Fastball,채드벨
2018-04-12,79.7,596019,518445,,called_strike,5,R,L,,0,0,-0.5123,-0.3247,0.2731,2.355,-4.5273,18.0616,-35.1128,,,2576.0,Slider,채드벨
2018-04-12,81.8,605548,518445,single,hit_into_play_no_out,8,L,L,ground_ball,0,1,-0.2416,-0.234,0.0602,1.7841,-1.6917,20.0296,-34.1445,107.3,5.0,2583.0,Slider,채드벨
2018-04-12,91.9,605548,518445,,called_strike,7,L,L,,0,0,0.5078,1.4768,-0.3609,1.6431,7.3539,27.8458,-12.9277,,,2366.0,4-Seam Fastball,채드벨
2018-04-12,80.5,571980,518445,field_out,hit_into_play,6,L,L,ground_ball,0,0,-0.1898,-0.3882,0.7633,2.5617,-1.3745,20.4039,-35.8391,82.4,-18.0,2371.0,Slider,채드벨
2018-04-12,94.2,547379,518445,force_out,hit_into_play,7,R,L,ground_ball,0,0,0.5895,1.2956,-0.28,1.7028,8.2613,28.1566,-14.1008,111.7,-17.0,2400.0,4-Seam Fastball,채드벨
2018-04-12,87.1,475174,518445,strikeout,swinging_strike,13,L,L,,2,2,-0.1254,0.353,-1.2521,1.1813,-0.113,22.226,-27.5072,,,2350.0,Cutter,채드벨
2018-04-12,87.4,475174,518445,,blocked_ball,13,L,L,,1,2,-0.1557,0.4189,-2.4145,0.6281,-0.1343,20.965,-26.4414,,,2368.0,Cutter,채드벨
2018-04-12,93.6,475174,518445,,foul,3,L,L,,1,1,0.6401,1.1705,0.6868,3.0823,8.8345,26.751,-16.816,81.7,72.0,2282.0,4-Seam Fastball,채드벨
2018-04-12,86.4,475174,518445,,ball,11,L,L,,0,1,-0.0954,0.3441,-0.5701,3.528,-0.1511,21.9212,-28.5974,,,2271.0,Cutter,채드벨
2018-04-12,87.3,475174,518445,,foul,5,L,L,,0,0,-0.0737,0.46,0.0297,2.0507,0.0125,22.7258,-26.5177,68.9,-32.0,2379.0,Cutter,채드벨
2018-04-12,94.0,488726,518445,double,hit_into_play_score,3,L,L,line_drive,3,2,0.5756,1.1851,0.286,2.7489,8.2776,26.0713,-16.172,105.0,16.0,2328.0,4-Seam Fastball,채드벨
2018-04-12,87.0,488726,518445,,foul,5,L,L,,3,2,-0.1734,0.4226,-0.1859,2.628,-1.1502,20.532,-27.3298,68.4,59.0,2327.0,Cutter,채드벨
2018-04-12,94.7,488726,518445,,ball,13,L,L,,2,2,0.203,1.2349,-2.0591,0.6189,4.5134,27.2436,-14.4646,,,2216.0,4-Seam Fastball,채드벨
2018-04-12,95.2,488726,518445,,ball,13,L,L,,1,2,0.4691,1.2343,-1.066,1.4449,7.6169,28.8968,-14.5592,,,2312.0,4-Seam Fastball,채드벨
2018-04-12,85.6,488726,518445,,ball,13,L,L,,0,2,-0.3754,0.1207,-1.325,0.911,-2.8266,21.0856,-30.1121,,,2401.0,Cutter,채드벨
2018-04-12,82.3,488726,518445,,foul,7,L,L,,0,1,-0.3135,-0.0832,-0.3071,1.4228,-2.293,20.5282,-32.4857,84.5,-16.0,2267.0,Slider,채드벨
2018-04-12,94.1,488726,518445,,called_strike,2,L,L,,0,0,0.3419,1.2546,-0.1,2.8957,5.4562,30.2528,-15.4838,,,2173.0,4-Seam Fastball,채드벨
2018-04-12,93.4,608070,518445,field_out,hit_into_play,8,R,L,fly_ball,1,0,0.5464,1.1805,-0.1877,1.9147,7.5578,28.1914,-16.2408,74.3,38.0,2151.0,4-Seam Fastball,채드벨
2018-04-12,83.1,608070,518445,,ball,12,R,L,,0,0,0.0542,0.1284,1.373,3.4059,0.4427,19.0348,-31.0988,,,2055.0,Slider,채드벨
2017-09-30,87.6,500871,518445,field_out,hit_into_play,7,R,L,fly_ball,1,0,1.3832,0.8908,-0.322,1.4751,17.2545,26.5681,-21.1171,97.3,38.0,1452.0,Changeup,채드벨
2017-09-30,94.5,500871,518445,,ball,14,R,L,,0,0,1.2951,1.2794,1.1736,2.1539,17.3233,33.1532,-14.8278,,,2129.0,2-Seam Fastball,채드벨
2017-09-30,83.6,596146,518445,strikeout,swinging_strike,13,L,L,,1,2,-0.3989,0.7729,-1.9294,1.4223,-1.7865,27.4435,-24.0269,,,2206.0,Cutter,채드벨
2017-09-30,95.1,596146,518445,,foul,1,L,L,,1,2,1.1107,1.9183,-0.3034,3.2828,16.0147,32.8938,-6.8659,,,2210.0,2-Seam Fastball,채드벨
2017-09-30,82.2,596146,518445,,ball,13,L,L,,0,2,-0.1418,0.3638,-1.5611,1.8658,0.4858,25.9443,-28.4523,,,2158.0,Slider,채드벨
2017-09-30,85.9,596146,518445,,foul,1,L,L,,0,1,-0.182,0.6888,-0.626,3.1554,-0.5852,25.2274,-24.9527,,,2204.0,Cutter,채드벨
2017-09-30,85.8,596146,518445,,foul,5,L,L,,0,0,0.0812,0.9422,-0.1783,2.2059,2.071,24.5926,-21.7017,56.3,-30.0,2019.0,Cutter,채드벨
2017-09-30,86.7,593934,518445,strikeout,swinging_strike,9,R,L,,2,2,1.2368,0.7446,0.3203,1.655,14.7096,26.8986,-23.3014,,,1475.0,Changeup,채드벨
2017-09-30,85.5,593934,518445,,called_strike,8,R,L,,2,1,1.2651,0.6177,-0.0514,2.2088,15.1033,26.1611,-25.0273,,,1388.0,Changeup,채드벨
2017-09-30,93.0,593934,518445,,swinging_strike,3,R,L,,2,0,0.7281,1.6671,0.309,3.3655,10.4099,30.2231,-10.8111,,,2126.0,2-Seam Fastball,채드벨
2017-09-30,92.9,593934,518445,,ball,13,R,L,,1,0,0.8854,1.5183,-0.2437,1.4465,12.4746,28.7749,-11.9511,,,2060.0,2-Seam Fastball,채드벨
2017-09-30,81.8,593934,518445,,ball,13,R,L,,0,0,-0.4285,0.1575,-1.2955,1.3907,-2.4215,25.252,-30.2056,,,2054.0,Slider,채드벨
2017-09-29,94.1,596146,518445,field_out,hit_into_play,4,L,L,ground_ball,1,2,0.8785,1.6301,-0.5101,2.2585,12.6339,27.7769,-10.3186,88.8,-31.0,2004.0,2-Seam Fastball,채드벨
2017-09-29,85.9,596146,518445,,ball,13,L,L,,0,2,-0.0542,0.1465,-1.2431,1.7775,0.926,23.3683,-30.2062,,,2153.0,Cutter,채드벨
2017-09-29,82.5,596146,518445,,foul,13,L,L,,0,1,-0.0396,0.5654,-0.8585,1.7795,1.1423,25.2353,-26.2777,,,,Slider,채드벨
2017-09-29,93.3,596146,518445,,foul,1,L,L,,0,0,1.0763,1.4167,-0.5448,2.8081,15.189,29.6077,-13.7969,97.4,8.0,2027.0,2-Seam Fastball,채드벨
2017-09-29,94.0,573627,518445,field_out,hit_into_play,1,R,L,ground_ball,3,2,0.9874,1.3269,-0.5788,3.0224,14.5164,33.2055,-14.6665,66.6,-31.0,1967.0,2-Seam Fastball,채드벨
2017-09-29,92.9,573627,518445,,called_strike,9,R,L,,3,1,1.3175,1.4629,0.6131,2.0251,17.7296,33.4274,-12.7143,,,1907.0,2-Seam Fastball,채드벨
2017-09-29,85.5,573627,518445,,ball,12,R,L,,2,1,0.8182,0.7949,1.1878,3.2378,9.3652,27.3913,-23.9059,,,1249.0,Changeup,채드벨
2017-09-29,81.1,573627,518445,,ball,14,R,L,,1,1,-0.4512,0.932,1.3886,2.2836,-3.8702,24.3514,-23.1717,,,2087.0,Slider,채드벨
2017-09-29,93.0,573627,518445,,ball,11,R,L,,0,1,0.8087,1.52,-0.5752,3.999,11.659,31.2201,-13.4236,,,1935.0,2-Seam Fastball,채드벨
2017-09-29,80.7,573627,518445,,called_strike,12,R,L,,0,0,-0.8339,0.7251,1.0187,3.3246,-7.2374,24.7592,-25.8708,,,1874.0,Slider,채드벨
2017-09-29,85.5,593934,518445,field_out,hit_into_play,12,R,L,ground_ball,1,0,1.1215,0.3776,1.6012,2.9039,12.5445,27.0386,-28.15,63.4,-46.0,1368.0,Changeup,채드벨
2017-09-29,92.3,593934,518445,,ball,12,R,L,,0,0,1.523,1.2675,2.5676,3.516,18.9189,30.8723,-16.2096,,,2018.0,2-Seam Fastball,채드벨
